ID,State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) "
2500-3002,2500,9/4/2021,18,3.89,-11.4,21.8,21.2,33,-20.7,23.7,26.1
3400-3003,3400,9/4/2021,17.8,2.79,18.1,23.6,13.7,23,-6.87,20.3,26.3
3600-3004,3600,9/4/2021,16.4,2.66,-7.33,14.1,13.1,17.1,-9.76,16.5,19.2
4400-3005,4400,9/4/2021,18.5,-4.67,-14.4,27.6,12,10.7,105,18.7,25.4
900-3006,900,9/5/2021,11.4,1.14,-20,17.7,15.1,3.68,-32.8,19.1,21.8
2500-3007,2500,9/5/2021,18,6.02,-7.59,21.7,20.7,31.2,-24.3,24.5,28.1
3400-3008,3400,9/5/2021,18.4,4.68,18.2,24.6,15.2,20,-7.28,21.9,28
3600-3009,3600,9/5/2021,16.9,4.66,-6.19,15,14.4,14.6,-9.95,17.8,20.4
4400-3010,4400,9/5/2021,19,-2.19,-17,20.4,14.6,26.1,73.5,19.7,24.5
900-3011,900,9/6/2021,14.7,10.3,-14.5,18.6,16.2,2.68,-27.1,22.2,26.2
2500-3012,2500,9/6/2021,17.6,2.96,-5.77,12.6,18.1,47.9,-19.6,19.5,20.7
3400-3013,3400,9/6/2021,19.1,-0.0626,16.8,18.4,14.1,28.5,-5.15,18.2,21.9
3600-3014,3600,9/6/2021,17.6,2.36,-5.79,9.55,12.2,24.3,-5.11,15,17.2
4400-3015,4400,9/6/2021,22.3,3.98,-18.7,11.1,6.53,35.4,-28.8,13.6,20.5
900-3016,900,9/7/2021,9.68,6.08,-23.3,16,20.5,3.3,-35.5,19,18.1
2500-3017,2500,9/7/2021,16.5,10.3,-4.02,19.2,25.5,18.6,-31,25.7,25.7
3400-3018,3400,9/7/2021,18.2,11.1,13.7,25.5,18.2,8.54,-9.92,24.4,29.9
3600-3019,3600,9/7/2021,15.6,9.5,-6.49,15.2,18.3,6.45,-13.9,20.4,21.9
4400-3020,4400,9/7/2021,20.1,-8.21,-13.1,14.6,22.7,32.8,114,21.5,19.4
900-3021,900,9/8/2021,9.58,10.1,-15.4,15.9,19.9,1.21,-35.1,18.9,18.3
2500-3022,2500,9/8/2021,14.8,12.8,6.42,18.9,21.9,13.6,-35.6,24.8,27.5
3400-3023,3400,9/8/2021,16.7,13.2,15.6,25.2,16.5,4.26,-13.5,24.4,31.5
3600-3024,3600,9/8/2021,14.3,9.59,-2.47,17.5,16,3.6,-19.4,20.7,24.5
4400-3025,4400,9/8/2021,20.4,-13.4,-5.02,12.5,19.4,52.2,108,21.3,21.7
900-3026,900,9/9/2021,7.54,13.1,-17.7,13.5,19.1,0.833,-36.8,15.8,13.8
2500-3027,2500,9/9/2021,12.6,11.8,6.82,21,22,10.2,-40.4,24.4,26.8
3400-3028,3400,9/9/2021,16,15.5,15.1,26,15.9,2.34,-17.2,24.6,32.6
3600-3029,3600,9/9/2021,13.1,12.6,-5.9,17.5,15.9,1.92,-22.6,20.5,24.1
4400-3030,4400,9/9/2021,17.9,-15.9,3.03,22.1,19.6,41.2,49.4,25.7,30.4
900-3031,900,9/10/2021,9.93,18.2,-13.2,14.4,20.8,3.09,-36.1,15.6,12.4
2500-3032,2500,9/10/2021,10.3,10.8,5.25,18.9,18.2,11.7,-42.4,21.4,24.6
3400-3033,3400,9/10/2021,16.7,17.6,20.7,25.4,14.2,3.98,-17.3,23.9,32.8
3600-3034,3600,9/10/2021,12.3,12.6,-6.52,18.4,15.5,2.6,-21.5,19.5,22.6
4400-3035,4400,9/10/2021,14.8,-13.6,-6.58,16.2,18.6,25.6,21.8,23.2,26.3
900-3036,900,9/11/2021,10.3,19.3,-16,16.1,21.3,10.8,-35.5,16.1,12.9
2500-3037,2500,9/11/2021,10.2,10.1,7.53,16.8,16.2,16.7,-43.3,19.4,22.6
3400-3038,3400,9/11/2021,16.9,18.3,20,25.8,13.2,4.33,-17.6,23,32.2
3600-3039,3600,9/11/2021,13.4,14.5,-7.73,19.6,15.9,2.85,-21.7,20.3,23.8
4400-3040,4400,9/11/2021,17.2,-12.9,-15.9,15.1,18.8,36,26.9,22.5,24.8
900-3041,900,9/12/2021,9.75,16,-15.6,14.2,22.8,11.9,-33.8,15.7,11.3
2500-3042,2500,9/12/2021,10,10.7,6.68,15.3,18.8,17.9,-36.9,19.7,20.5
3400-3043,3400,9/12/2021,16.7,17.9,19.5,24.8,13.4,6.14,-17.5,22.1,30.2
3600-3044,3600,9/12/2021,13.1,15.5,-9.21,18,15.6,1.87,-23.2,19.3,22.4
4400-3045,4400,9/12/2021,14.9,-15.7,-7.4,17.3,15.3,39.8,-2.53,21.3,26.9
900-3046,900,9/13/2021,7.9,14.2,-24.4,10.6,19.2,10.6,-29.9,12.9,8.8
2500-3047,2500,9/13/2021,10.7,8.19,4.52,14.5,17.7,25,-36.3,18.9,20.2
3400-3048,3400,9/13/2021,16.7,13.5,26.1,23.8,13.2,8.34,-15.9,21.1,28.3
3600-3049,3600,9/13/2021,12.4,11.9,-10.3,17.9,14.5,2.7,-24,17.8,20.4
4400-3050,4400,9/13/2021,18,-13.7,-11,16.2,14,20.6,6.59,22.7,31.6
900-3051,900,9/14/2021,7.95,11.3,-26.5,10.4,18.5,10,-28.3,13.7,10.6
2500-3052,2500,9/14/2021,10.9,5.64,4.59,15.1,15.6,25.4,-31,17.3,19.1
3400-3053,3400,9/14/2021,15.5,11.4,28.2,22.3,11.6,11.5,-12.8,19.5,26.9
3600-3054,3600,9/14/2021,12.3,10.2,-11.8,19,13.3,10,-21.8,17,20
4400-3055,4400,9/14/2021,14.9,-12.5,21.9,13.8,5.95,7.32,22.6,20.4,38.2
900-3056,900,9/15/2021,6.28,10.5,-29,8.95,16.6,11.9,-32.1,12.2,9.27
2500-3057,2500,9/15/2021,10.5,5.18,5.74,16.6,14.3,29.2,-30.8,16,17.7
3400-3058,3400,9/15/2021,15.8,11.6,29.5,23.3,11.3,14.1,-12.6,19.4,27
3600-3059,3600,9/15/2021,12.5,10.3,-11.5,17.6,12.5,10.6,-24,15.8,18.6
4400-3060,4400,9/15/2021,12.6,-11.1,47.8,17.6,6.05,-10.1,16.5,21.9,42.7
900-3061,900,9/16/2021,7.59,10,-19.3,13.5,18.5,11.3,-30.5,15.9,14.2
2500-3062,2500,9/16/2021,11.1,7.34,7.01,18.7,14.1,26.8,-30.6,16.7,19.4
3400-3063,3400,9/16/2021,16.9,13.5,29.7,26.9,12.4,11.5,-12.6,20.9,29
3600-3064,3600,9/16/2021,12.9,11.7,-6.84,20.5,12.7,8.2,-21.6,16.8,20.3
4400-3065,4400,9/16/2021,15.9,-11.3,42,16.4,4.9,-25.7,67.9,24.8,51.6
900-3066,900,9/17/2021,7.29,11.2,-11.6,14.7,18.2,8.33,-33.2,16.6,15.5
2500-3067,2500,9/17/2021,13.5,8.48,7.93,22.6,16,29.9,-30.2,19,22.1
3400-3068,3400,9/17/2021,17.8,12.8,32,29.7,13.4,16,-12.7,22,30.1
3600-3069,3600,9/17/2021,14.1,12.2,-6.05,21.9,12.7,12.7,-20.2,17.7,22
4400-3070,4400,9/17/2021,16.9,-8.08,39,14.3,3.87,-11,64.9,21.3,42.9
900-3071,900,9/18/2021,7.56,9.71,-9.44,14.3,16.2,6.6,-30.5,16.2,16.1
2500-3072,2500,9/18/2021,14.1,7.26,8.5,26.5,17.6,20,-28.8,21.5,25.8
3400-3073,3400,9/18/2021,18.9,13.2,35.2,31.5,13.6,16,-11.7,22.9,31.6
3600-3074,3600,9/18/2021,14.8,11.9,-3.57,24.5,12.9,13.2,-19.9,18.7,23.5
4400-3075,4400,9/18/2021,16.1,-1.77,52.3,15,4.11,-51.2,80.7,23.7,48
900-3076,900,9/19/2021,9.22,13.1,-5.47,16.4,15.6,9.42,-31.9,16.8,17.6
2500-3077,2500,9/19/2021,15.3,8.01,6.44,26,17.2,20.2,-30.3,21,24.9
3400-3078,3400,9/19/2021,19.8,14.2,37.8,32.9,13.2,15.6,-9.82,23.6,33.6
3600-3079,3600,9/19/2021,15.9,10.7,-1.81,25.5,13.9,15.4,-19.1,19.8,24.8
4400-3080,4400,9/19/2021,16.2,0.893,41.3,14.8,6.25,-36.1,123,24.4,45.4
900-3081,900,9/20/2021,9.97,14.6,13.2,21.4,18.3,0.646,-33.9,19.6,20.3
2500-3082,2500,9/20/2021,14.2,8.14,7.19,24.1,17.7,20.8,-29.9,20.7,23.6
3400-3083,3400,9/20/2021,20.1,14.4,32.3,33.5,13.3,17.3,-8.9,24,34.3
3600-3084,3600,9/20/2021,16.2,10,0.462,24.1,13.6,17,-18.7,20.2,25.7
4400-3085,4400,9/20/2021,12.9,-0.385,23.8,15.7,6.92,-11.5,116,19.1,31.9
900-3086,900,9/21/2021,10.6,14.2,10.8,21,18.6,4.29,-35.6,19.3,19.6
2500-3087,2500,9/21/2021,14.2,8.29,6.89,25.9,19.3,18.6,-31.5,22.4,25.5
3400-3088,3400,9/21/2021,21.1,13.9,34.6,35.1,14.3,19.6,-9.13,25.1,35.3
3600-3089,3600,9/21/2021,16.7,9.48,0.716,25.1,14.5,11.9,-19.4,21.1,26.6
4400-3090,4400,9/21/2021,11.9,-2.09,-1.37,18.4,12.2,-24,122,18.3,24.2
900-3091,900,9/22/2021,11.2,11.2,12.6,22.1,18.3,5.6,-36.2,20,21.1
2500-3092,2500,9/22/2021,14.4,8.32,8.68,27.7,20.3,16.1,-29.2,24,27.7
3400-3093,3400,9/22/2021,20.5,13,35,35.7,15.3,15.6,-9.38,25.8,35.8
3600-3094,3600,9/22/2021,16.5,8.7,-1.49,27.2,15.5,12,-16,22.4,28.3
4400-3095,4400,9/22/2021,10.7,0.121,-20.3,7.77,7.73,-26.4,106,11.1,14.1
900-3096,900,9/23/2021,12,11.4,-0.547,20.9,19.1,-0.268,-35.6,19.9,20.4
2500-3097,2500,9/23/2021,15.5,8.78,11.2,28.9,20.9,14.6,-29.8,25.5,30.3
3400-3098,3400,9/23/2021,19.7,11,34.5,32.2,14.6,21.2,-8.38,24.6,34.1
3600-3099,3600,9/23/2021,17.5,8.06,-8.59,26.8,16.2,16.9,-18.1,23.2,29.1
4400-3100,4400,9/23/2021,12.6,2.77,-20.1,14.6,8.15,-30.3,72.7,14,19.9
900-3101,900,9/24/2021,12.2,9.43,-9.83,21.9,19.2,-2.46,-33.1,20.6,21.5
2500-3102,2500,9/24/2021,15.5,10.2,9.42,27.4,21.7,12.2,-25.1,26.7,31.8
3400-3103,3400,9/24/2021,19.8,10.6,33.2,32.3,15,17.7,-7.74,25.4,35.1
3600-3104,3600,9/24/2021,17.8,8.72,-9.12,27.5,16.3,16.5,-18.6,23.7,30
4400-3105,4400,9/24/2021,7.95,3.21,-19.5,14.1,8.67,-35,36,15.1,21.8
900-3106,900,9/25/2021,12.9,9.75,-7.18,23.4,19.3,-5.88,-34.5,23.5,26.1
2500-3107,2500,9/25/2021,16.2,12.2,9.76,26.1,23.6,18.8,-27.7,27.8,32
3400-3108,3400,9/25/2021,19.8,10.8,31.7,30.7,15.6,16.6,-8.61,25.5,34.7
3600-3109,3600,9/25/2021,17.7,8.85,-10.4,26.8,17.3,17.5,-19,24.3,30.2
4400-3110,4400,9/25/2021,7.23,1.43,-15.2,10.6,7.51,50.6,26.1,11.8,16.2
900-3111,900,9/26/2021,12,7.07,-5.59,24,19.9,-9.25,-31.3,23.8,26.2
2500-3112,2500,9/26/2021,16.3,9.42,12.8,26.7,24.4,17.5,-28.8,28.8,33.3
3400-3113,3400,9/26/2021,19.9,11,32.4,30,17.5,15.6,-8.96,25.9,33.8
3600-3114,3600,9/26/2021,17.4,9.12,-10.3,26.4,17.2,15.2,-20.2,23.7,29
4400-3115,4400,9/26/2021,4.65,-4.17,-26.2,4.95,9.42,-14.5,-7.08,12.2,14.9
900-3116,900,9/27/2021,10.5,5.63,-9.31,21.8,17.8,-7.61,-30.5,21.4,23.6
2500-3117,2500,9/27/2021,15,6.88,15.2,26.3,23.3,15.1,-30.4,28.5,34
3400-3118,3400,9/27/2021,18.7,11.4,33,29.3,17,9.4,-9.37,24.9,32.2
3600-3119,3600,9/27/2021,17,9.91,-12.4,27,16.9,10.5,-19.7,23.2,28.5
4400-3120,4400,9/27/2021,7.91,-5.16,-21.9,12.6,6.19,-40.6,-10,19.9,34.4
900-3121,900,9/28/2021,10.4,4.99,-7.44,19.8,17.5,-9.44,-31.7,20.3,22
2500-3122,2500,9/28/2021,14.2,6.92,9.21,24.4,22.6,13.6,-31.3,26.6,30.7
3400-3123,3400,9/28/2021,17.7,11.5,28.8,27.1,15.7,7.38,-9.96,24,31.7
3600-3124,3600,9/28/2021,16.2,9.66,-12.5,25.1,15.7,10.6,-19,22.1,27.4
4400-3125,4400,9/28/2021,6.72,-4.89,-21.2,4.75,2.07,-43,-20.7,15.6,29.7
900-3126,900,9/29/2021,10.4,5.67,-6.44,21.3,18.6,-13.1,-31.6,21.8,23.6
2500-3127,2500,9/29/2021,13.3,7.44,8.08,22.2,21.7,12.3,-34.3,25.1,28.7
3400-3128,3400,9/29/2021,17,10.5,26,26.4,14.6,8.67,-9.7,23.6,32
3600-3129,3600,9/29/2021,15.2,8.39,-11,22.6,15,9.02,-22.1,20.6,25.2
4400-3130,4400,9/29/2021,8.44,-7.29,-18.9,9.72,8.26,-49.6,-16.2,21.3,34.1
900-3131,900,9/30/2021,9.62,3.28,-6.31,22,17.8,-3.25,-33.1,21.6,24
2500-3132,2500,9/30/2021,13.5,6.4,2.03,19.1,21.6,21.6,-31.5,24.3,27
3400-3133,3400,9/30/2021,17.7,11.3,25.9,27.7,16.1,12.4,-9.51,24.9,33.1
3600-3134,3600,9/30/2021,14.1,8.23,-6.21,19.7,14.6,11.4,-21,19.1,22.7
4400-3135,4400,9/30/2021,5.7,-8.3,-26.9,1.14,6.34,-44,5.53,14.4,21.7
900-3136,900,10/1/2021,10.3,4.92,-6.65,20.5,19.5,1.36,-29.3,22.3,24.1
2500-3137,2500,10/1/2021,14.8,6.76,-1.19,19.6,21.4,23.2,-32.8,24,26.6
3400-3138,3400,10/1/2021,18.1,12.6,17.6,27.9,15.6,12.8,-9.73,24.8,33.4
3600-3139,3600,10/1/2021,14.4,7.82,-10.4,19.7,15.1,11,-18.9,19.5,23.1
4400-3140,4400,10/1/2021,12.2,-9.95,-30.1,8,9.03,-37.8,23.7,18.5,27.3
900-3141,900,10/2/2021,10.4,6.05,-10.2,20.2,20.4,1.86,-32.5,21.6,22.4
2500-3142,2500,10/2/2021,15.6,5.98,1.4,21.5,21.1,22.2,-31.6,24.5,27.9
3400-3143,3400,10/2/2021,18.6,12.8,17.1,29.6,16,13.1,-10.3,25.6,34.7
3600-3144,3600,10/2/2021,15.5,9.6,-7.83,20,14.6,11.6,-17.4,19.6,23.5
4400-3145,4400,10/2/2021,17.3,-8.45,-32.1,10.2,11.1,-30.3,28.6,21,30.1
900-3146,900,10/3/2021,11.7,8.14,-13.5,20.9,20.8,4.93,-32.5,22.9,24.3
2500-3147,2500,10/3/2021,15.8,6.82,7.74,22.8,21.7,28.4,-28.9,23.6,25.5
3400-3148,3400,10/3/2021,18.7,13.5,16.7,29.5,15.2,14.9,-11.7,25.4,35.2
3600-3149,3600,10/3/2021,15.5,11,-7.94,20.4,14.1,13.9,-14.1,20.1,25.1
4400-3150,4400,10/3/2021,14.5,-8.78,-20.3,10.4,-6.48,-15.4,70.1,9.53,27.2
900-3151,900,10/4/2021,13.7,7.63,-12.7,22.2,22.5,9.55,-34.1,24.5,25.8
2500-3152,2500,10/4/2021,17,6.98,5.9,25.5,22.3,25.8,-23.9,24.3,26.3
3400-3153,3400,10/4/2021,20.4,14,17.7,29.6,16,21.3,-10.7,26.3,36
3600-3154,3600,10/4/2021,17.1,11.2,-6.2,20.2,14.8,15.7,-13.2,20.9,25.9
4400-3155,4400,10/4/2021,13.2,-10.9,-13,-1.52,-4.51,-15.8,74.1,2.54,9.77
900-3156,900,10/5/2021,12.9,6.74,-10.6,21.8,22.4,9.18,-30.9,24.1,25.3
2500-3157,2500,10/5/2021,18.7,6.29,9.19,23.4,24.4,32,-22.8,26.2,27.7
3400-3158,3400,10/5/2021,21.3,13.8,19.4,29.6,17,21.6,-7.02,26.9,36.2
3600-3159,3600,10/5/2021,18.4,10.8,-5.5,21.1,16.2,17.7,-11.7,22.1,26.9
4400-3160,4400,10/5/2021,13.5,-10.6,-22.3,0.724,-2.88,-3.8,69.7,4.37,11.8
900-3161,900,10/6/2021,13.7,6.68,-10.1,21.8,23.5,7.42,-25.2,24.2,24.6
2500-3162,2500,10/6/2021,19.5,5.72,10.3,23.6,25.3,33.8,-22.6,28,30.3
3400-3163,3400,10/6/2021,22.7,14.9,21.9,30.9,18.2,22.7,-5.67,27.8,36.9
3600-3164,3600,10/6/2021,19,11.6,-5.61,21.3,17.1,19.8,-8.31,22.8,27.4
4400-3165,4400,10/6/2021,13.6,-8.64,-20.1,-1.38,-4.85,56.1,68.7,2.11,9.44
900-3166,900,10/7/2021,13.9,9.49,-8.74,18.3,23,7.6,-27.7,23.3,23.4
2500-3167,2500,10/7/2021,18.7,4.19,12.2,23.7,25.2,31.6,-23.6,27,28.3
3400-3168,3400,10/7/2021,22.3,14.9,22.9,31.5,17.5,17,-5.81,27.5,37
3600-3169,3600,10/7/2021,19,11.4,-7.22,21.8,16.2,17.9,-8,22.5,27.5
4400-3170,4400,10/7/2021,12,-14.4,-7.42,5.81,-2.23,75.9,14.8,5.68,14
900-3171,900,10/8/2021,14.2,11.2,-5.2,16.4,22.2,6.71,-27.7,22.7,23
2500-3172,2500,10/8/2021,17.9,3.71,24.4,23.5,25.3,27.3,-24.2,26.1,26.5
3400-3173,3400,10/8/2021,22.5,15,36.1,31.2,17.2,16.6,-4.16,27.1,36.3
3600-3174,3600,10/8/2021,19.1,12.1,1.14,21.1,15.4,19.1,-7.64,21.9,27.2
4400-3175,4400,10/8/2021,10.9,-16.7,5.54,-11.6,-3.64,81.3,23.3,6.26,15.7
900-3176,900,10/9/2021,15.9,9.02,-0.855,17.3,23.6,9.58,-20.9,23.1,22.8
2500-3177,2500,10/9/2021,18.9,4.1,24.3,23.7,25.1,29.4,-19.6,27.1,28.6
3400-3178,3400,10/9/2021,22.3,14.9,39.3,29.7,17.2,20.4,-2.81,26.2,34.6
3600-3179,3600,10/9/2021,19.1,9.29,-1.32,21.7,16.5,21.6,-5.49,22.5,27.4
4400-3180,4400,10/9/2021,10,-16.9,-0.477,-7.29,-8.77,70,21.5,6.68,24
900-3181,900,10/10/2021,14.4,7.65,-1.63,16.9,22,12.9,-19.6,20.4,19.3
2500-3182,2500,10/10/2021,17.9,4.51,16.8,21.3,21.5,23.1,-22,26.2,30.6
3400-3183,3400,10/10/2021,21.4,13.1,37.3,29.4,16.3,19.8,1.79,25.1,33.3
3600-3184,3600,10/10/2021,18.4,7.32,0.883,20.6,15.9,21.2,-5.29,21.4,25.8
4400-3185,4400,10/10/2021,17.2,-14.2,6.65,-0.0236,6.25,46.5,12,19.6,31.5
900-3186,900,10/11/2021,16.5,6.72,-12.4,18,25,13,-11.9,21.4,19.2
2500-3187,2500,10/11/2021,17.2,2.14,14.7,17.3,22.7,23.5,-21.9,24.8,26.4
3400-3188,3400,10/11/2021,21.2,8.29,30.6,28.4,16,19.6,5.25,24.4,32
3600-3189,3600,10/11/2021,16.2,2.5,-1.73,16,14.6,25.6,-6.64,19,22.5
4400-3190,4400,10/11/2021,15.9,-19.9,-33.1,-9.59,5.6,76.9,91.2,20.4,33.1
900-3191,900,10/12/2021,15.9,9.25,-4.6,17.2,23.9,10.9,-20.2,21.4,19.8
2500-3192,2500,10/12/2021,16.8,6.68,17.2,21.7,17.8,18.5,-20.5,23.8,29.7
3400-3193,3400,10/12/2021,20.8,12.9,33.5,29.5,15.7,20.2,-0.565,24.6,32.8
3600-3194,3600,10/12/2021,16.2,6.41,4.11,18.6,14,20.3,-7.58,19.8,24.5
4400-3195,4400,10/12/2021,21,-13.4,8.63,3.98,6.65,105,53.3,24,41
900-3196,900,10/13/2021,15.6,8.03,-8.89,17.3,24.3,14,-24.1,21.2,19.3
2500-3197,2500,10/13/2021,17.1,5.89,11.9,19.1,20,20.5,-16.7,23.1,25.9
3400-3198,3400,10/13/2021,20,11.3,30.2,28.2,15.3,20.4,-0.144,23.7,31.4
3600-3199,3600,10/13/2021,16.2,5.6,2.27,18.7,14.2,23,-8.54,19.9,24.4
4400-3200,4400,10/13/2021,19.1,-14,-5.99,-2.52,4.76,39.4,51.8,21.7,36.9
900-3201,900,10/14/2021,14,6.07,-15.2,17.6,23,8.08,-21.1,20.7,19.2
2500-3202,2500,10/14/2021,16.7,5.82,15,20.1,18.7,20.8,-16,22.9,27
3400-3203,3400,10/14/2021,18.8,11.8,28.1,27.8,14.8,19.4,-2.67,23.1,30.7
3600-3204,3600,10/14/2021,15.1,5.42,-0.134,19.2,14.2,18.6,-9.56,20.1,24.9
4400-3205,4400,10/14/2021,18.5,-9.86,-20.9,4.3,4.56,24.6,40.2,23.1,40.3
900-3206,900,10/15/2021,12.9,3.98,-16.7,18.2,22.5,10.2,-22.9,21,20
2500-3207,2500,10/15/2021,18.1,6.63,11.8,20,17,23.3,-12.8,22.1,27.1
3400-3208,3400,10/15/2021,19.1,12.4,27.6,26.5,14,21.9,-2.98,22.2,29.7
3600-3209,3600,10/15/2021,15.8,6.2,-0.428,20.2,14,19.3,-8.41,20.1,25.1
4400-3210,4400,10/15/2021,19.6,-7.05,-14.1,13.9,6.13,34.3,42.1,17.8,28.5
900-3211,900,10/16/2021,13.1,7.51,-14.4,17.2,21.9,13,-27.5,20.9,20.2
2500-3212,2500,10/16/2021,17.6,6.71,10.8,19.2,15.7,20.7,-16.6,21.4,27.1
3400-3213,3400,10/16/2021,19.6,13.2,28.1,29.4,13.9,18.6,-2.41,23.5,32.4
3600-3214,3600,10/16/2021,16.1,8.17,2.26,21.5,14.1,17.9,-9.59,20.8,26.4
4400-3215,4400,10/16/2021,18.4,-5.94,0.0033,11.2,11.3,24.7,50.2,16.4,20.8
900-3216,900,10/17/2021,14.9,9.23,-11.4,18.5,24.8,12.9,-27.3,24.8,24.7
2500-3217,2500,10/17/2021,19.2,7.5,10.5,22.4,18.9,21.1,-13.5,23.3,27.9
3400-3218,3400,10/17/2021,20.6,15.4,26.6,29.4,15,20.1,-4.25,24.1,32.6
3600-3219,3600,10/17/2021,17.3,9.47,0.396,23.6,15.6,20.6,-11.8,22.9,29
4400-3220,4400,10/17/2021,20.4,-2.51,17.4,14.4,15,29,48.5,19.1,22.9
900-3221,900,10/18/2021,14.8,9.51,-10.2,17.5,26.6,10.5,-27.4,25.7,25
2500-3222,2500,10/18/2021,19.4,7.76,12,21.7,19.9,24.4,-13.3,23.6,27.3
3400-3223,3400,10/18/2021,20.1,15.2,24.7,31.3,14.8,19.7,-4.59,24.8,34.1
3600-3224,3600,10/18/2021,17.1,9.32,-0.134,24.3,16.2,23.5,-11.6,23.5,29.5
4400-3225,4400,10/18/2021,18.1,-0.459,-5.45,26.6,15.8,20.6,35,21.5,25.8
900-3226,900,10/19/2021,14.9,9.39,-7.25,19.7,25.6,9.64,-23.5,26.6,27.1
2500-3227,2500,10/19/2021,20.8,8.89,21.6,25.6,21.7,27.7,-13.8,25.9,30.2
3400-3228,3400,10/19/2021,21,16,28.8,32.2,14.2,19.5,-5.53,25.7,36.3
3600-3229,3600,10/19/2021,18.3,9.32,-2.74,26.6,16,23.8,-9.55,24.2,31.1
4400-3230,4400,10/19/2021,14.8,-1.44,-16.3,27.4,16.8,-3.71,15.8,18.4,18
900-3231,900,10/20/2021,14.7,13.1,-4.62,17.2,22.2,6.28,-23.8,25,26.8
2500-3232,2500,10/20/2021,20.3,10.3,25.4,29.5,17.7,20.5,-16.1,24.8,32.1
3400-3233,3400,10/20/2021,21.4,18.2,32.2,34,13.5,17.1,-7.39,26.3,38.3
3600-3234,3600,10/20/2021,18.8,11.2,0.086,28,15,22.6,-10.6,25,33.5
4400-3235,4400,10/20/2021,13.7,-1.24,-14.1,36.5,16,19,6.41,15.7,13.2
900-3236,900,10/21/2021,13.7,10.6,-0.604,17.4,20.6,5.39,-22.3,23.3,25.1
2500-3237,2500,10/21/2021,20.7,12.7,22.4,27.9,18.1,14.5,-16.6,25.3,32.7
3400-3238,3400,10/21/2021,22.4,17.5,34.1,34.2,13.6,20.4,-2.41,26.6,38.8
3600-3239,3600,10/21/2021,20,9.79,3.57,29.7,15.4,26.4,-8.54,26.2,35.5
4400-3240,4400,10/21/2021,21.9,0.852,-21.5,42.1,17.6,22,26.4,29.1,37.6
900-3241,900,10/22/2021,16.3,14.4,9.03,19.3,24.1,1.6,-20.7,25.7,26.7
2500-3242,2500,10/22/2021,20.1,13.3,36.7,27,18.3,9.1,-16.8,25.2,32.3
3400-3243,3400,10/22/2021,23.2,17.7,37.8,37,15.3,18.8,-2.38,28.4,40.7
3600-3244,3600,10/22/2021,20.1,9.42,5.43,29.9,17.3,24.6,-11.1,27.8,36.6
4400-3245,4400,10/22/2021,16.9,-0.421,-23.9,42.7,14.1,18.8,19.5,29.7,43.8
900-3246,900,10/23/2021,15.6,12.6,3.41,20.7,23.7,-2.43,-17.3,25.5,26.6
2500-3247,2500,10/23/2021,20.1,12.9,36.7,27.6,19.9,12,-16.6,25.5,31.3
3400-3248,3400,10/23/2021,23.3,16.7,38.8,36.2,15.3,19.6,-1.3,28.3,40.5
3600-3249,3600,10/23/2021,19.2,8.53,-0.791,29.1,15.8,21.8,-9.86,26.7,35.8
4400-3250,4400,10/23/2021,15.3,0.489,-31.9,50.7,15.1,12.7,5.45,30.1,44.7
900-3251,900,10/24/2021,15.3,11.6,7.07,20.7,21.9,-5.17,-17.2,23.5,24.6
2500-3252,2500,10/24/2021,19.4,11.2,40.7,26.1,19,8.84,-16.8,25.4,32
3400-3253,3400,10/24/2021,23.3,16.1,43,37.8,15.1,20.1,-2.38,29,42.2
3600-3254,3600,10/24/2021,19.3,8.45,-2.01,29.1,15.6,17.4,-8.5,25.7,34.1
4400-3255,4400,10/24/2021,14,-0.83,-49.8,43.8,13.8,32.9,32.1,24.2,32.4
900-3256,900,10/25/2021,14.8,12,5,21.2,20.9,-5.4,-15.6,23.2,24.5
2500-3257,2500,10/25/2021,18,11.1,34.2,25.4,20,1.38,-18.5,24.7,29.4
3400-3258,3400,10/25/2021,22.4,15.6,39.9,36.4,16.3,16.4,-1.68,28.9,40.8
3600-3259,3600,10/25/2021,18.6,9.13,-4.67,28.5,15.5,14.8,-9.43,25.2,33.2
4400-3260,4400,10/25/2021,13.7,-1.82,-44.1,38.9,12.3,40,38.4,25,35.3
900-3261,900,10/26/2021,13.9,10.6,3.96,17.8,17,-1.77,-20.2,20,21.8
2500-3262,2500,10/26/2021,17.9,10.2,22.9,24.7,18.7,4.34,-17.3,25.2,31.7
3400-3263,3400,10/26/2021,20.5,14.5,35.6,35,14.6,16,-2.87,27.3,39.3
3600-3264,3600,10/26/2021,16.7,8.48,-7.81,27,13.8,15.9,-10.3,23.6,31.6
4400-3265,4400,10/26/2021,15.4,-3.09,-47.3,39.7,15.1,31.7,24,33.9,51
900-3266,900,10/27/2021,13.6,9.4,3.27,21,19.6,-1.62,-20.7,21.5,22.6
2500-3267,2500,10/27/2021,17.1,10.4,15,23.7,18.5,3.25,-14.8,24.9,31.4
